fileName;precision;recall
526.csv;1.0;0.01
1313.csv;1.0;0.01
824.csv;;0
263.csv;;0
520.csv;;0
195.csv;1.0;0.02
3780.csv;;0
4399.csv;;0
4544.csv;1.0;0.01
2143.csv;1.0;0.01
2423.csv;;0
348.csv;1.0;0.03
4983.csv;;0
3019.csv;1.0;0.03
2435.csv;;0
3269.csv;;0
4623.csv;;0
3148.csv;1.0;0.01
2069.csv;1.0;0.02
3194.csv;1.0;0.01
925.csv;;0
4193.csv;;0
3908.csv;1.0;0.01
1213.csv;1.0;0.02
533.csv;;0
2320.csv;1.0;0.02
3841.csv;;0
1885.csv;;0
1397.csv;;0
3971.csv;;0
2285.csv;1.0;0.01
1548.csv;1.0;0.01
4223.csv;;0
3866.csv;1.0;0.03
834.csv;;0
4412.csv;;0
4681.csv;;0
1082.csv;1.0;0.01
4624.csv;1.0;0.02
614.csv;;0
1491.csv;1.0;0.01
4744.csv;;0
1181.csv;1.0;0.01
2681.csv;;0
618.csv;1.0;0.04
315.csv;;0
1447.csv;1.0;0.02
4709.csv;1.0;0.02
3605.csv;1.0;0.01
1510.csv;1.0;0.04
625.csv;1.0;0.01
1606.csv;;0
2123.csv;1.0;0.01
2054.csv;1.0;0.02
472.csv;;0
954.csv;1.0;0.01
435.csv;1.0;0.03
379.csv;1.0;0.01
3034.csv;;0
2096.csv;1.0;0.02
1262.csv;1.0;0.02
173.csv;1.0;0.03
2716.csv;;0
3744.csv;1.0;0.01
3333.csv;;0
304.csv;1.0;0.01
2800.csv;1.0;0.02
1054.csv;1.0;0.01
3853.csv;;0
3922.csv;;0
3809.csv;;0
89.csv;1.0;0.01
633.csv;;0
1165.csv;1.0;0.04
2579.csv;;0
2975.csv;;0
782.csv;;0
3518.csv;;0
3132.csv;1.0;0.02
4466.csv;;0
407.csv;1.0;0.02
2941.csv;;0
2553.csv;;0
4887.csv;1.0;0.02
2882.csv;1.0;0.02
1917.csv;1.0;0.04
2221.csv;1.0;0.02
2239.csv;1.0;0.02
543.csv;;0
113.csv;;0
590.csv;1.0;0.01
540.csv;1.0;0.02
4426.csv;1.0;0.03
4699.csv;1.0;0.02
4335.csv;1.0;0.02
1697.csv;;0
610.csv;;0
3688.csv;1.0;0.02
1376.csv;1.0;0.04
1148.csv;1.0;0.01
740.csv;;0
4497.csv;;0
4023.csv;1.0;0.01
1745.csv;1.0;0.04
2063.csv;1.0;0.01
3865.csv;;0
4463.csv;;0
1083.csv;1.0;0.01
975.csv;1.0;0.03
2157.csv;;0
1203.csv;;0
275.csv;1.0;0.02
3727.csv;;0
14.csv;1.0;0.02
509.csv;1.0;0.04
3247.csv;;0
654.csv;1.0;0.03
2212.csv;1.0;0.01
3754.csv;;0
2942.csv;;0
1176.csv;1.0;0.01
465.csv;1.0;0.02
98.csv;;0
2457.csv;1.0;0.01
2780.csv;1.0;0.03
2827.csv;1.0;0.02
1761.csv;1.0;0.02
1774.csv;1.0;0.04
46.csv;;0
149.csv;1.0;0.02
4794.csv;1.0;0.03
4305.csv;1.0;0.01
3291.csv;1.0;0.02
639.csv;1.0;0.02
1757.csv;;0
872.csv;;0
3757.csv;1.0;0.02
1946.csv;1.0;0.02
538.csv;1.0;0.02
3123.csv;1.0;0.02
1710.csv;;0
2206.csv;1.0;0.02
711.csv;;0
1596.csv;1.0;0.01
1114.csv;1.0;0.02
915.csv;1.0;0.01
3714.csv;;0
4064.csv;;0
3501.csv;;0
1007.csv;;0
1422.csv;1.0;0.01
3183.csv;;0
2812.csv;1.0;0.03
965.csv;1.0;0.03
2844.csv;1.0;0.01
679.csv;1.0;0.02
428.csv;1.0;0.02
1836.csv;1.0;0.02
1616.csv;;0
808.csv;;0
58.csv;1.0;0.04
750.csv;1.0;0.02
4218.csv;;0
2429.csv;1.0;0.02
605.csv;1.0;0.02
1990.csv;1.0;0.01
2692.csv;;0
2567.csv;1.0;0.04
3855.csv;;0
4014.csv;1.0;0.02
3318.csv;1.0;0.01
246.csv;1.0;0.01
4274.csv;1.0;0.01
3301.csv;;0
4260.csv;1.0;0.02
2223.csv;;0
3351.csv;1.0;0.01
1310.csv;1.0;0.01
4643.csv;1.0;0.01
3785.csv;;0
529.csv;;0
4182.csv;;0
4778.csv;;0
1033.csv;1.0;0.01
4403.csv;1.0;0.02
708.csv;;0
2120.csv;1.0;0.01
3221.csv;;0
3441.csv;1.0;0.02
922.csv;;0
2870.csv;1.0;0.02
3958.csv;1.0;0.01
462.csv;1.0;0.02
1249.csv;1.0;0.01
298.csv;;0
4524.csv;;0
3510.csv;1.0;0.02
402.csv;;0
2301.csv;;0
900.csv;1.0;0.01
1190.csv;1.0;0.03
908.csv;1.0;0.01
4853.csv;1.0;0.02
4618.csv;;0
3167.csv;1.0;0.02
3457.csv;1.0;0.02
1819.csv;1.0;0.01
2139.csv;;0
4978.csv;1.0;0.05
